"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","TRAVAGLINI_LUNG_ADVENTITIAL_FIBROBLAST_CELL","5.91209702859891e-17","2.94195557434599e-13","1.05746357275086","-0.616959818042123","-2.35116969063042","175","c(""PTX3"", ""IGF1"", ""CXCL14"", ""CD34"", ""SFRP4"", ""SEMA3C"", ""PLA2G2A"", ""ADH1B"", ""AOX1"", ""PI16"", ""DPT"", ""PDPN"", ""SCARA5"", ""PTGIS"", ""C1QTNF3"", ""HAS1"", ""MOXD1"", ""RARRES1"", ""AKR1C1"", ""OGN"", ""DPYSL3"", ""CLMP"", ""CFD"", ""IL33"", ""C3"", ""C7"", ""PDLIM4"", ""PTHLH"", ""OMD"", ""FBLN5"", ""MEG3"", ""MGST1"", ""UCHL1"", ""EFEMP1"", ""MFAP5"", ""FGF7"", ""OSR1"", ""MMP2"", ""FGL2"", ""APOD"", ""ITM2A"", ""CADM3"", ""CXCL12"", ""SFRP2"", ""AKR1C2"", ""STEAP2"", ""FIBIN"", ""SLPI"", ""GPRC5A"", ""ALDH1A1"", ""LEPR"", ""TNFRSF12A"", ""CYP1B1"", ""STEAP1"", ""GAS1"", ""MEDAG"", ""PDGFRA"", 
""MATN2"", ""SRPX"", ""RSPO3"", ""THBS2"", ""IL1R1"", ""LOX"", ""CCDC80"", ""DCN"", ""CRABP2"", ""FBLN1"", ""LXN"", ""LOXL1"", ""PDGFRL"", ""ABCA8"", ""ABI3BP"", ""PLAU"", ""NEGR1"", ""NT5E"", ""UAP1"", ""CD55"", ""FBN1"", ""ISLR"", ""PODN"", ""SFRP1"", ""ANK2"", ""EMP1"")"
"2","GAVISH_3CA_METAPROGRAM_FIBROBLASTS_COMPLEMENT","2.86844811240227e-09","2.9062160125489e-06","0.774939030136436","-0.704099097352648","-2.24584178095718","47","c(""IGF1"", ""CXCL14"", ""SFRP4"", ""PLA2G2A"", ""ADH1B"", ""PI16"", ""DPT"", ""RARRES1"", ""OGN"", ""MFAP4"", ""CFD"", ""PTGDS"", ""C3"", ""C7"", ""FBLN5"", ""CLU"", ""MGST1"", ""EFEMP1"", ""MFAP5"", ""FGF7"", ""APOD"", ""ITM2A"", ""CXCL12"", ""SFRP2"", ""SRPX"", ""FMO2"", ""CCDC80"", ""TNXB"", ""FBLN1"", ""ABCA8"", ""PRELP"")"
"3","BOQUEST_STEM_CELL_UP","1.1529543402324e-12","2.8035237737091e-09","0.910119734774459","-0.60308567844516","-2.23305504297662","135","c(""PTX3"", ""IGF1"", ""CXCL14"", ""SFRP4"", ""CILP"", ""SEMA3C"", ""PLA2G2A"", ""ADH1B"", ""AOX1"", ""ITGBL1"", ""DPT"", ""TSPAN8"", ""FST"", ""PTGIS"", ""HAS1"", ""AKR1C1"", ""OGN"", ""RERGL"", ""MFAP4"", ""CFD"", ""PTGDS"", ""C3"", ""C7"", ""OMD"", ""FBLN5"", ""PTGFR"", ""MEG3"", ""EFEMP1"", ""SPOCK1"", ""LAMA2"", ""DKK2"", ""MFAP5"", ""INHBA"", ""FGF7"", ""IGFBP3"", ""MMP2"", ""MME"", ""APOD"", ""CXCL12"", ""ALDH1A1"", ""LTBP2"", ""PCDH9"", ""STEAP1"", ""GAS1"", ""PDGFRA"", ""SRPX"", ""THBS2"", ""LOX"", ""MBP"", ""DCN"", ""CRABP2"", ""FBLN1"", ""PDGFRL"", ""ABCA8"", ""ABI3BP"", ""CDH11"", ""PRELP"", ""BASP1"", 
""NT5E"", ""FAP"", ""SERPINE2"", ""FBN1"", ""ISLR"")"
"4","GAVISH_3CA_METAPROGRAM_EPITHELIAL_SECRETED","2.16591296622336e-07","0.000121942420237097","0.690132458796796","-0.796448177746486","-2.19927917840598","23","c(""CXCL1"", ""CXCL6"", ""TSPAN8"", ""MMP7"", ""RARRES1"", ""AKR1C1"", ""C3"", ""CLU"", ""S100A9"", ""CP"", ""CXCL17"", ""IGFBP3"", ""SAA1"", ""SLPI"")"
"5","HUPER_BREAST_BASAL_VS_LUMINAL_UP","5.78519177674634e-07","0.000252101908551326","0.659444398037935","-0.751067170626468","-2.15250095980268","27","c(""CA12"", ""CXCL14"", ""CSTA"", ""GJA1"", ""PDPN"", ""SDC1"", ""PI3"", ""AKR1C1"", ""PTHLH"", ""S100A9"", ""MFAP5"", ""S100A2"", ""ITGA6"", ""SLPI"", ""FLRT3"", ""IL1B"")"
"6","GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_1","2.34581533494079e-07","0.000124001838444392","0.690132458796796","-0.666877584434558","-2.13585346484036","49","c(""CXCL14"", ""SFRP4"", ""ITGBL1"", ""COMP"", ""COL10A1"", ""DPT"", ""SDC1"", ""COL11A1"", ""MFAP5"", ""INHBA"", ""IGFBP3"", ""COL8A1"", ""MMP2"", ""SFRP2"", ""FNDC1"", ""IGFBP5"", ""CTHRC1"", ""THBS2"", ""CCDC80"", ""ELN"", ""DCN"", ""FBLN1"", ""PALLD"", ""PLAU"", ""TIMP3"", ""COL12A1"", ""FBN1"", ""ISLR"")"
"7","HE_LIM_SUN_FETAL_LUNG_C0_ASPN_POS_CHONDROCYTE","3.05750124874681e-07","0.000148692400729055","0.674962860011025","-0.663983737219784","-2.12658514671922","49","c(""DPT"", ""PDPN"", ""FST"", ""COL8A2"", ""COL11A1"", ""S100B"", ""CAPG"", ""OMD"", ""EFEMP1"", ""INHBA"", ""COL8A1"", ""MME"", ""ITM2A"", ""FNDC1"", ""STEAP2"", ""FIBIN"", ""TWIST2"", ""CTHRC1"", ""CYP1B1"", ""STEAP1"", ""LMO7"", ""THBS2"", ""MECOM"", ""IQGAP2"", ""SPINT2"", ""PDGFRL"", ""TSPAN13"")"
"8","DESCARTES_FETAL_LIVER_MESOTHELIAL_CELLS","5.87482121246565e-08","5.10186259293981e-05","0.719512826338911","-0.627664328445288","-2.12645928892641","68","c(""SEMA3C"", ""PLA2G2A"", ""AOX1"", ""GJA1"", ""FLNC"", ""PDPN"", ""COL8A2"", ""HAS1"", ""VIT"", ""OGN"", ""COL11A1"", ""CA9"", ""PDLIM4"", ""EFEMP1"", ""SPOCK1"", ""INHBA"", ""COL8A1"", ""OSR1"", ""TFPI2"", ""FNDC1"", ""SLPI"", ""NTRK3"", ""FLRT3"", ""IGFBP5"", ""PAPPA"", ""GAS1"", ""MEDAG"", ""LOX"", ""CCDC80"", ""KRT7"", ""ELN"", ""ALDH1A2"", ""PDGFRL"", ""PALLD"", ""ABI3BP"", ""MEOX2"", ""GXYLT2"", ""COL12A1"")"
"9","TRAVAGLINI_LUNG_MUCOUS_CELL","1.91928986848729e-07","0.000121942420237097","0.690132458796796","-0.649417623697642","-2.11974487868153","54","c(""CXCL1"", ""CXCL6"", ""TSPAN8"", ""PI3"", ""FCGBP"", ""MMP7"", ""RARRES1"", ""C15orf48"", ""AKR1C1"", ""IL6"", ""C3"", ""CLU"", ""S100A9"", ""CP"", ""CCL20"", ""IGFBP3"", ""CSF3"", ""AKR1C2"", ""TFPI2"", ""HILPDA"", ""SAA1"", ""SLPI"")"
"10","MODULE_433","8.32829652982118e-07","0.00033751809736522","0.659444398037935","-0.692825721066753","-2.10848109853017","36","c(""DKK1"", ""CXCL1"", ""IGF1"", ""IL11"", ""NRG1"", ""EREG"", ""OGN"", ""IL6"", ""VEGFC"", ""INHBA"", ""FGF7"", ""CSF3"", ""CXCL12"", ""TNFRSF11B"", ""AREG"")"
