,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.7547450652599184,0.6319320947280094,0.7070971527897241
0.2,0.7580285902217871,0.6739964446240505,0.7288067590249742
0.3,0.7635348179097382,0.688114802288217,0.7389141740932701
0.4,0.763088237851884,0.6883700400019825,0.738881028686733
0.5,0.7652662450697378,0.6894365152947778,0.7393434332137259
0.6,0.7336495871770453,0.6402768737450042,0.695382977400487
0.7,0.7103933874501192,0.5829407953715713,0.6469117527964997
0.7999999999999999,0.7056467119834495,0.5693799371292328,0.6359901646291096
0.8999999999999999,0.7059502861693456,0.5705989873860327,0.6370174400570523
0.9999999999999999,0.6751329739090105,0.4924783693291407,0.5753596170407037
1.0999999999999999,0.6704571669499194,0.48423855244019637,0.5686714209029681
1.2,0.6623218313733402,0.46414476072077876,0.5523909774630688
1.3,0.6441270831236912,0.4289125407554623,0.5256358895524246
1.4,0.6441951518078903,0.43199412323412467,0.5284701879491908
1.5,0.640090680576075,0.41219597178874595,0.5116707720539788
1.5999999999999999,0.6331394394977468,0.3745740075827358,0.4795982207537678
1.7,0.6329843385438577,0.3718551979305579,0.4769503982914869
1.8,0.6335629767063293,0.3909851082328491,0.4942896591512216
1.9,0.6203557906468987,0.3469671108725982,0.45718733063653455
2.0,0.6117094665427291,0.32734703369702,0.440797199276672
