,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.46677897081659325,0.2871028324629059,0.4698604387046114
0.2,0.5329002447514141,0.43348055079069614,0.5107581975595452
0.3,0.5439038073122165,0.442213632810904,0.51347778909798
0.4,0.5579680104402395,0.46153888922590525,0.5263978135353651
0.5,0.5464701063416249,0.4670473656366646,0.5229605446246572
0.6,0.5524043958488357,0.47955304737905285,0.5341249189362964
0.7,0.5505236962389275,0.46798152384478064,0.5229751382063414
0.7999999999999999,0.5398125583785943,0.36817846971845863,0.43168435368162067
0.8999999999999999,0.5305359427091021,0.3356326958035798,0.403429668083355
0.9999999999999999,0.5464921017407277,0.3765798656643616,0.44133494839951015
1.0999999999999999,0.5384158450008363,0.34240420079070005,0.4113244448069502
1.2,0.5370290836881988,0.3372528840075149,0.40842689641331364
1.3,0.5387275584231576,0.33595535917515496,0.4077368485946959
1.4,0.5385669382807667,0.330346574789508,0.4026492466090887
1.5,0.5442813031038158,0.3308791328660965,0.40559620440095545
1.5999999999999999,0.5354157091219899,0.290566396274701,0.3746173476741756
1.7,0.5359200408470315,0.3070163257751086,0.38763321909994597
1.8,0.5343219670007945,0.28879980054584964,0.37299699713325385
1.9,0.5342822392855764,0.2827653181636262,0.3686745545970424
2.0,0.532994392364063,0.2822890868071419,0.3691094988746167
