,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.633013126528724,0.4122681409655162,0.5050745483211087
0.2,0.6695439064362853,0.48932867171462857,0.5484407928701122
0.3,0.6718522253306646,0.48763353820978195,0.5437995688025107
0.4,0.6687696257357287,0.483002851371923,0.5375588922588694
0.5,0.6770653328169831,0.5040356578584857,0.5520828719009808
0.6,0.673192314779981,0.4925854123691924,0.5427651806467643
0.7,0.679018487179118,0.5101770568241186,0.5538279537676313
0.7999999999999999,0.6779770249604894,0.5116397960373673,0.5513672283464525
0.8999999999999999,0.6890764213555214,0.5319606980401246,0.566909917791763
0.9999999999999999,0.6767123532788965,0.5324007994442161,0.5652756262603026
1.0999999999999999,0.6797477059997734,0.5362693814775797,0.5686566857875714
1.2,0.6730763046896093,0.5352940815089267,0.5680417940928577
1.3,0.6723648234527098,0.5187766754354691,0.5530561184220899
1.4,0.6686859882737447,0.521644381804727,0.5567548410132329
1.5,0.6681692185357019,0.5224008955113244,0.5576833113220084
1.5999999999999999,0.6596872088105408,0.4733464014930463,0.5133798229493771
1.7,0.6581103714925814,0.46826878565279734,0.5098979909484838
1.8,0.6526879711434791,0.4487768947549689,0.4927640932038162
1.9,0.6479972601254845,0.4390570029550171,0.48484119454731894
2.0,0.6444019844558047,0.42411683988023785,0.47230636425355
