"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","GOBP_TRANSLATION_AT_SYNAPSE","1.88464468742254e-21","8.11708595574e-19","1.19534448258848","-0.952253891342099","-2.798095112246","34","c(""Rpl36"", ""Rpl27a"", ""Rpl23"", ""Rpl26"", ""Rpl17"", ""Rpl32"", ""Rps14"", ""Rpl37"", ""Rpl6"", ""Rps27a"", ""Rps10"", ""Rpl35"", ""Rps28"", ""Rpl38"", ""Rpl28"", ""Rps26"", ""Rpl9"", ""Rpl8"", ""Rpl36a"", ""Rps12"", ""Rpl23a"", ""Rpl29"", ""Rpl10a"", ""Rpl15"", ""Rpl22"", ""Rpl7a"", ""Rplp2"", ""Rpl5"", ""Rpl10"", ""Rps5"", ""Rps16"")"
"2","GOBP_CYTOPLASMIC_TRANSLATION","1.36948892993006e-14","2.77508256801282e-12","0.986546283587582","-0.741607366389938","-2.4548945607446","89","c(""Rpl36"", ""Rpl27a"", ""Rpl23"", ""Rpl26"", ""Rpl17"", ""Rpl32"", ""Rps14"", ""Rpl6"", ""Rplp1"", ""Rps27a"", ""Rpl18a"", ""Rps23"", ""Rps18"", ""Rps10"", ""Rps28"", ""Rpl38"", ""Rpl18"", ""Rpl28"", ""Rps26"", ""Rpl21"", ""Rpl9"", ""Rpl41"", ""Rpl39"", ""Rpl11"", ""Rps3a1"", ""Rpl8"", ""Rpl36a"", ""Rps8"", ""Rps7"", ""Rps25"", ""Rpl19"", ""Rps12"", ""Rpl23a"", ""Rpl31"", ""Rps15"", ""Rpl29"", ""Rpl10a"", ""Rps19"", ""Rpl15"", ""Rpl22l1"", ""Rpl22"", ""Rpl7a"", ""Rplp2"", ""Rps4x"", ""Rpl5"", ""Rplp0"", ""Rps3"", ""Rps20"", ""Rps5"", ""Rps16"", ""Rps6"", ""Eif2s2"", ""Rpl13"")"
"3","GOBP_RIBOSOME_ASSEMBLY","2.0294651933801e-07","1.19044155685375e-05","0.690132458796796","-0.768858279427311","-2.29623144911289","37","c(""Rps14"", ""Rpl6"", ""Rps28"", ""Rpl38"", ""Rpl11"", ""Rps25"", ""Rpl23a"", ""Rps15"", ""Rps19"", ""Rpl5"", ""Rpl10"", ""Rplp0"", ""Rps5"", ""Ppan"", ""Rps6"", ""Eif5b"", ""Eif2a"", ""C1qbp"", ""Rrs1"", ""Nle1"", ""Brix1"", ""Rpf2"", ""Mrto4"", ""Nop2"", ""Noa1"", ""Ddx3x"", ""Mdn1"")"
"4","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS","9.47547654761941e-08","6.40025370443747e-06","0.704975715167238","-0.717098104613753","-2.26616442306296","53","c(""Rpl26"", ""Rpl6"", ""Rpl35"", ""Rpl38"", ""Rpl11"", ""Rpl23a"", ""Rpl10a"", ""Rpl7a"", ""Rpl5"", ""Rpl10"", ""Rplp0"", ""Wdr12"", ""Ppan"", ""Rsl24d1"", ""Nifk"", ""Gtpbp4"", ""Mak16"", ""Ddx18"", ""Nop16"", ""Znhit6"", ""Rrs1"", ""Sdad1"", ""Nle1"", ""Rsl1d1"", ""Rrp15"", ""Brix1"", ""Rpf2"", ""Rbm34"", ""Mrto4"", ""Gm2000"", ""Las1l"", ""Nop2"", ""Pes1"", ""Mdn1"", ""Tma16"", ""Bop1"", ""Ftsj3"", ""Noc2l"", ""Nip7"", ""Heatr3"")"
"5","GOBP_T_CELL_SELECTION","3.3761771103466e-07","1.88137469474064e-05","0.674962860011025","-0.805754326272476","-2.24837582338606","29","c(""Cd3d"", ""Cd3g"", ""Cd3e"", ""Ptprc"", ""Cd4"", ""Themis"", ""H2-DMa"", ""Cd1d1"", ""Cd28"", ""Ctsl"", ""Ccr7"", ""Bcl2"", ""Card11"", ""Tox"", ""Il6ra"", ""Slamf6"", ""Cyld"", ""Spn"", ""Batf"", ""Gata3"")"
"6","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS","2.05430593552544e-06","9.66303366864139e-05","0.627256739718528","-0.654686759207217","-2.10326903848204","60","c(""Rps14"", ""Rps23"", ""Rps28"", ""Rpl38"", ""Rps3a1"", ""Rps8"", ""Rps7"", ""Rps25"", ""Rps12"", ""Rps15"", ""Rps19"", ""Rps5"", ""Rps16"", ""Wdr43"", ""Rps6"", ""Nob1"", ""Bms1"", ""2810004N23Rik"", ""Tsr1"", ""Rrs1"", ""Imp4"", ""Fbl"", ""Rcl1"", ""Rrp9"", ""Pno1"", ""Fcf1"", ""Nol11"", ""Mphosph10"", ""Wdr46"", ""Rps17"", ""Dcaf13"", ""Ltv1"", ""Nop14"", ""Nat10"", ""Wdr75"", ""Utp15"", ""Rpp40"", ""Heatr1"", ""Aatf"", ""Nom1"", ""Xrcc5"")"
"7","GOBP_POSITIVE_T_CELL_SELECTION","1.94847235850027e-05","0.000700507239854372","0.575610261071129","-0.809721194678317","-2.09897725346185","21","c(""Cd3d"", ""Cd3g"", ""Cd3e"", ""Ptprc"", ""Themis"", ""H2-DMa"", ""Cd1d1"", ""Ctsl"", ""Bcl2"", ""Tox"", ""Il6ra"", ""Slamf6"", ""Cyld"", ""Spn"", ""Batf"")"
"8","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","4.50506605232099e-05","0.00143454174723193","0.557332238758646","-0.659285515281684","-2.06201558766182","45","c(""H2-D1"", ""H2-K1"", ""Clec2d"", ""Sh2d1a"", ""Gimap3"", ""Gimap5"", ""Lgals9"", ""Stat5a"", ""H2-Q4"", ""Slamf6"", ""Stat5b"", ""Dpp4"", ""H2-Q2"", ""Cd226"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""H2-T3"", ""Crtam"", ""Serpinb9"")"
"9","GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","8.7586392037377e-05","0.00250294958783735","0.538434096309916","-0.830142836000669","-2.05106391692478","17","c(""Rpl23"", ""Rpl26"", ""Rpl37"", ""Rpl11"", ""Rps7"", ""Rps15"", ""Myc"", ""Rps20"", ""Eef1e1"", ""Bmyc"")"
"10","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","9.0673971278216e-05","0.00255838331619169","0.538434096309916","-0.657060910285","-2.03576443349291","43","c(""Ptprc"", ""H2-D1"", ""H2-K1"", ""Clec2d"", ""Bst2"", ""Lgals9"", ""Smad7"", ""Vsir"", ""Il7r"", ""H2-Q4"", ""Ndfip1"", ""Slamf1"", ""Bcl6"", ""Spn"", ""H2-Q2"")"
"11","GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","7.00662505331669e-05","0.0021105090870058","0.538434096309916","-0.689336886689028","-2.02554191783555","34","c(""H2-D1"", ""H2-K1"", ""Sh2d1a"", ""Gimap3"", ""Gimap5"", ""Stat5a"", ""H2-Q4"", ""Slamf6"", ""Stat5b"", ""Dpp4"", ""H2-Q2"", ""Cd226"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""H2-T3"", ""Crtam"")"
"12","GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY","0.000115372141184294","0.00306148217499752","0.538434096309916","-0.812042830925997","-2.01332293139319","18","c(""Rpl6"", ""Rpl38"", ""Rpl11"", ""Rpl23a"", ""Rpl5"", ""Rpl10"", ""Rplp0"", ""Ppan"", ""Rrs1"", ""Nle1"", ""Brix1"", ""Rpf2"", ""Mrto4"", ""Nop2"", ""Mdn1"")"
"13","GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY","0.000241066536484847","0.00539931355753091","0.518848077743792","-0.689462054478503","-2.00024354626331","32","c(""Igtp"", ""Stat1"", ""Zbp1"", ""Ifnar2"", ""Irf1"", ""Irf7"", ""Parp14"", ""Parp9"", ""Irgm1"", ""Samhd1"", ""Isg15"", ""Hdac4"", ""Ifngr1"", ""Ifih1"", ""Stat2"", ""Nlrc5"", ""Irak1"", ""Irgm2"", ""Oas3"")"
"14","GOBP_THYMIC_T_CELL_SELECTION","8.10985111457194e-05","0.00234764391355596","0.538434096309916","-0.842483024716322","-1.98331491322325","15","c(""Cd3d"", ""Cd3g"", ""Cd3e"", ""Ptprc"", ""H2-DMa"", ""Cd1d1"", ""Cd28"", ""Ccr7"", ""Card11"", ""Tox"", ""Spn"", ""Gata3"")"
"15","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","4.45697677483377e-06","0.00019869202462209","0.610526878385931","-0.597058737155536","-1.98233751968303","75","c(""Cd3e"", ""Ptprc"", ""Foxp1"", ""Cd247"", ""Fyb"", ""Lat"", ""Themis"", ""Rps3"", ""Lcp2"", ""Sh2d1a"", ""Cd8a"", ""Nfkbia"", ""Thy1"", ""Ighm"", ""Cd28"", ""Ccr7"", ""Bcl2"", ""Card11"", ""Prkch"", ""Cd79b"", ""Cyld"", ""Lax1"", ""Nfkb1"", ""Gata3"", ""Cd226"", ""Psen2"", ""Cd160"", ""Zc3h12a"", ""Ikbkg"", ""Ctla4"")"
"16","GOBP_RESPONSE_TO_INTERFERON_BETA","0.000356450220175624","0.00742549103524735","0.49849310876659","-0.655644383061823","-1.97622457303848","38","c(""Mndal"", ""Ifi47"", ""Ifi203"", ""Igtp"", ""Stat1"", ""Bst2"", ""Ifnar2"", ""Irf1"", ""Gbp7"", ""Xaf1"", ""Irgm1"", ""Gbp2"", ""Ifit1"", ""Camk2a"", ""Tgtp2"", ""Irgm2"", ""Ifit3"", ""Tgtp1"", ""Iigp1"", ""Aim2"", ""Gbp3"")"
"17","GOBP_LYMPH_NODE_DEVELOPMENT","0.000338226319677222","0.0071123251562314","0.49849310876659","-0.789137654673758","-1.95653341877148","18","c(""Ltb"", ""Ikzf1"", ""Il7r"", ""Ccr7"", ""Tox"", ""Nfkb1"", ""Id2"", ""Nfkb2"", ""Rorc"", ""Ripk3"")"
"18","GOBP_MATURATION_OF_LSU_RRNA","0.000456557573321906","0.00869800710200453","0.49849310876659","-0.727020933006096","-1.9549679632579","24","c(""Rpl35"", ""Rpl10a"", ""Rpl7a"", ""Wdr12"", ""Nifk"", ""Gtpbp4"", ""Mak16"", ""Ddx18"", ""Znhit6"", ""Rsl1d1"", ""Rrp15"", ""Rpf2"", ""Rbm34"", ""Gm2000"", ""Las1l"", ""Nop2"", ""Pes1"", ""Bop1"", ""Ftsj3"")"
"19","GOBP_MYOTUBE_DIFFERENTIATION","0.00037187327997312","0.00754708886398994","0.49849310876659","-0.638219990106495","-1.94785693485501","41","c(""Naca"", ""Myc"", ""Xbp1"", ""Gpx1"", ""Ehd1"", ""Cd9"", ""Bcl2"", ""Hdac4"", ""Nfatc3"", ""Notch1"", ""Ppp3ca"", ""Nfatc2"", ""Smo"", ""Plekho1"", ""Fktn"", ""Rbm24"")"
"20","GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT","9.86321044035994e-05","0.0027142093915509","0.538434096309916","-0.617725064740991","-1.94174605206332","55","c(""Ccnb2"", ""Ptprc"", ""Ltb"", ""Rag1"", ""Ikzf1"", ""Samd9l"", ""Il7r"", ""Cited2"", ""Ccr7"", ""Bcl2"", ""Tox"", ""Stat5a"", ""Stat5b"", ""Mad1l1"", ""Myb"", ""Nfatc3"", ""Nfkb1"", ""Id2"", ""Nfkb2"", ""Rorc"", ""Gata3"", ""Ripk3"", ""Lmo4"", ""Prdx2"", ""Psen2"", ""Raf1"", ""Asxl1"", ""Hes1"")"
"21","GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION","0.000573063636155798","0.0102188707599302","0.477270815362862","-0.774903979538926","-1.93362090912691","19","c(""Ptprc"", ""Ikzf1"", ""Lgals9"", ""Irf1"", ""Tox"", ""Stat5a"", ""Slamf1"", ""Slamf6"", ""Stat5b"", ""Id2"")"
"22","GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","0.000518723297589391","0.00955565479608887","0.477270815362862","-0.714343707931148","-1.92856058508222","25","c(""Cd3e"", ""Gimap3"", ""Gimap5"", ""Irf1"", ""Cd28"", ""Ccr7"", ""Cd24a"", ""Card11"", ""Irgm1"", ""Zbtb7b"", ""Cd160"", ""Xcl1"")"
"23","GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS","9.79047095336952e-05","0.0027142093915509","0.538434096309916","-0.621817702740452","-1.92409662800311","51","c(""Cd3d"", ""Cd3g"", ""Cd3e"", ""Ptprc"", ""B2m"", ""Rag1"", ""Rag2"", ""Rps6"", ""Ifnar2"", ""Zfp36l2"", ""Cdk6"", ""H2-DMa"", ""Zfp36l1"", ""Lgals9"", ""Cd1d1"", ""Lig4"", ""Cd28"", ""Il7r"", ""Ccr7"", ""Bcl2"", ""Card11"", ""Tox"", ""Stat5a"", ""Tnfrsf9"", ""Stat5b"", ""Spn"", ""Rorc"", ""Gata3"", ""Ripk3"")"
"24","GOBP_RRNA_METABOLIC_PROCESS","1.44026249526114e-07","8.91762528315854e-06","0.690132458796796","-0.542038501840205","-1.90287830391966","126","c(""Rpl26"", ""Rpl35"", ""Rps28"", ""Rpl11"", ""Rps8"", ""Rps7"", ""Rps25"", ""Rps15"", ""Rpl10a"", ""Rps19"", ""Rpl7a"", ""Rpl5"", ""Wdr12"", ""Ddx21"", ""Rps16"", ""Ppan"", ""Wdr43"", ""Rps6"", ""Nifk"", ""Gtpbp4"", ""Slfn8"", ""Mak16"", ""Nob1"", ""Ddx18"", ""Npm3"", ""Bms1"", ""Nol8"", ""Tsr1"", ""Utp14a"", ""Znhit6"", ""Rrs1"", ""Imp4"", ""Pdcd11"", ""Ddx10"", ""Isg20"", ""Fbl"", ""Rcl1"", ""Rrp9"", ""Rsl1d1"", ""Rrp15"", ""Dkc1"", ""Brix1"", ""Rpf2"", ""Rpp38"", ""Trmt112"", ""Rbm34"", ""Smarca4"", ""Mrto4"", ""Fcf1"", ""Nol11"", ""Gm2000"", ""Las1l"", ""Nop2"", ""Chd7"", ""Pes1"", ""Mphosph10"", ""Wdr46"", 
""Rps17"", ""Polr1a"", ""Pwp1"", ""Smarcb1"", ""Dcaf13"", ""Polr1b"", ""Bop1"", ""Ftsj3"", ""Tcof1"", ""Nop14"", ""Nat10"", ""Wdr75"", ""Utp15"", ""Rpp40"")"
"25","GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","0.000409151822080353","0.00795171762238582","0.49849310876659","-0.67893647013967","-1.90045598722982","30","c(""Satb1"", ""H2-D1"", ""H2-K1"", ""Igtp"", ""Runx1"", ""Irf1"", ""Runx3"", ""Vsir"", ""Gpr18"", ""Bcl2"", ""Tox"", ""H2-Q4"", ""Zbtb7b"", ""H2-Q2"", ""Tnfsf8"", ""H2-Q7"", ""Dapl1"", ""H2-T3"", ""Crtam"", ""Cd274"")"
"26","GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","0.000158293107651591","0.00392039263283774","0.518848077743792","-0.611573267756133","-1.89239717216219","51","c(""Ptprc"", ""B2m"", ""H2-D1"", ""H2-K1"", ""Sh2d1a"", ""Gimap3"", ""Gimap5"", ""Cd1d1"", ""Stat5a"", ""H2-Q4"", ""Slamf6"", ""Stat5b"", ""H2-Q2"", ""Cd226"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""Cd1d2"", ""H2-T3"", ""Crtam"", ""F2rl1"")"
"27","GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE","0.000410250124080022","0.00795171762238582","0.49849310876659","-0.691994988502758","-1.88470848143491","28","c(""Rpl39"", ""B2m"", ""H2-D1"", ""H2-K1"", ""Ighm"", ""H2-Q4"", ""H2-Q2"")"
"28","GOBP_ALPHA_BETA_T_CELL_PROLIFERATION","0.000586526889367982","0.0103759399714384","0.477270815362862","-0.61573152125387","-1.8831292852287","42","c(""Cd3e"", ""Ptprc"", ""H2-D1"", ""H2-K1"", ""Myc"", ""Lgals9"", ""Irf1"", ""Vsir"", ""Cd28"", ""Cd24a"", ""Card11"", ""Irgm1"", ""H2-Q4"", ""Ndfip1"", ""Il2ra"", ""Zbtb7b"", ""H2-Q2"", ""Xcl1"", ""H2-Q7"", ""Btla"", ""Cblb"")"
"29","GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE","0.00154942488056657","0.0228719738992244","0.45505986738723","-0.735983905533263","-1.8802102395202","20","c(""Ptprc"", ""Gimap3"", ""Gimap5"", ""H2-DMa"", ""Phb"", ""Ccr7"", ""C1qbp"")"
"30","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","2.38594791312805e-05","0.000830980921619128","0.575610261071129","-0.593301632482865","-1.8794951407087","70","c(""Ptprc"", ""Rps19"", ""H2-D1"", ""H2-K1"", ""Clec2d"", ""Bst2"", ""Lgals9"", ""Irf1"", ""Smad7"", ""Vsir"", ""Il7r"", ""H2-Q4"", ""Ndfip1"", ""Slamf1"", ""Bcl6"", ""Spn"", ""Zbtb7b"", ""H2-Q2"", ""Tnfaip3"", ""Zc3h12a"", ""H2-Q7"", ""Klrd1"", ""Dusp10"", ""H2-T3"", ""Cuedc2"")"
"31","GOBP_MONOCYTE_DIFFERENTIATION","0.00054565812626793","0.00996944232337062","0.477270815362862","-0.782322832299771","-1.87672644387996","16","c(""Foxp1"", ""Cd4"", ""Myc"", ""Cdk6"", ""Zfp36l1"", ""Bmyc"")"
"32","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION","0.000799843090744925","0.013516894164378","0.477270815362862","-0.637444935294099","-1.87306302866198","34","c(""H2-D1"", ""H2-K1"", ""Lgals9"", ""Irf1"", ""Tox"", ""Stat5a"", ""H2-Q4"", ""Stat5b"", ""H2-Q2"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""Il15ra"", ""H2-T3"")"
"33","GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY","0.00153527467052178","0.0228141816039537","0.45505986738723","-0.615776061922382","-1.85605461817116","38","c(""Fyb"", ""Lat"", ""Itgal"", ""Itga4"", ""Thy1"", ""Zyx"", ""Itgb1"", ""Isg15"", ""Itgb7"", ""Itga6"", ""Itgb3"", ""Cd40lg"")"
"34","GOBP_COMPLEMENT_ACTIVATION","0.00208687750974246","0.0281918179952481","0.431707695803346","-0.743693281381281","-1.85574073282174","19","c(""Rgcc"", ""Ighm"", ""Phb"", ""C1qbp"")"
"35","GOBP_REGULATION_OF_CELL_KILLING","3.16701872800656e-05","0.00106357303703925","0.557332238758646","-0.571321653776589","-1.85335877206687","71","c(""Ptprc"", ""B2m"", ""H2-D1"", ""H2-K1"", ""Clec2d"", ""Sh2d1a"", ""Gimap3"", ""Gimap5"", ""Lgals9"", ""Cd1d1"", ""Il7r"", ""Stat5a"", ""H2-Q4"", ""Slamf6"", ""Stat5b"", ""H2-Q2"", ""Ripk3"", ""Cd226"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""Cd1d2"", ""H2-T3"", ""Crtam"", ""F2rl1"", ""Serpinb9"", ""Bcl2l11"")"
"36","GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","5.36108842822943e-05","0.00165970362590603","0.557332238758646","-0.55146206092687","-1.84397559052688","78","c(""Cd3e"", ""Satb1"", ""Foxp1"", ""Gimap3"", ""Lef1"", ""Runx1"", ""Gimap5"", ""Lgals9"", ""Irf1"", ""Smad7"", ""Runx3"", ""Vsir"", ""Cd28"", ""Ctsl"", ""Ccr7"", ""Cd24a"", ""Card11"", ""Irgm1"", ""Tox"", ""Stat4"", ""Il6ra"", ""Ndfip1"", ""Il2ra"", ""Slamf6"", ""Bcl6"", ""Spn"", ""Myb"", ""Zbtb7b"", ""Batf"", ""Rorc"", ""Gata3"", ""Sema4a"", ""Cd160"", ""Xcl1"", ""Relb"", ""Zc3h12a"", ""Gpr183"")"
"37","GOBP_COLLAGEN_METABOLIC_PROCESS","0.000636084137779245","0.0111640278985034","0.477270815362862","-0.593403621836889","-1.83971165192834","48","c(""Rgcc"", ""Ctss"", ""Vsir"", ""Ctsl"", ""Rapgef3"", ""Itgb1"", ""Vim"", ""Il6ra"", ""Got1"", ""Myb"", ""Ctsb"", ""Notch1"", ""Eng"", ""Prkcd"", ""Tgfbr3"", ""Mmp11"", ""F2r"")"
"38","GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY","0.000380711663153055","0.00764510177628973","0.49849310876659","-0.590868553944784","-1.8283303727568","51","c(""Cd3e"", ""Ptprc"", ""Cd247"", ""Fyb"", ""Lat"", ""Themis"", ""Rps3"", ""Lcp2"", ""Sh2d1a"", ""Cd8a"", ""Thy1"", ""Cd28"", ""Ccr7"", ""Card11"", ""Cyld"", ""Gata3"", ""Cd226"", ""Psen2"", ""Cd160"", ""Zc3h12a"", ""Ikbkg"", ""Ctla4"", ""Eif2b3"", ""Cblb"")"
"39","GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION","0.00102504163085757","0.0169034961821514","0.45505986738723","-0.59751169202406","-1.82740646966673","42","c(""Cd3e"", ""Calr"", ""Cdk6"", ""Thy1"", ""Rsu1"", ""Rreb1"", ""C1qbp"", ""Itgb1"", ""Itga6"", ""Jup"", ""Itgb3"", ""Fbln2"", ""Sdc4"")"
"40","GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION","0.0029145536978183","0.0360918899579833","0.431707695803346","-0.678904797429052","-1.82558310059658","24","c(""H2-D1"", ""H2-K1"", ""Irf1"", ""Tox"", ""Stat5a"", ""H2-Q4"", ""Stat5b"", ""H2-Q2"", ""Cd160"", ""H2-Q7"", ""Il15ra"", ""H2-T3"")"
"41","GOBP_NATURAL_KILLER_CELL_ACTIVATION","0.000427141452383484","0.00820774394278264","0.49849310876659","-0.574376635607206","-1.81513782936679","53","c(""Ptprc"", ""H2-D1"", ""H2-K1"", ""Ikzf1"", ""Lgals9"", ""Irf1"", ""Tox"", ""Stat5a"", ""H2-Q4"", ""Slamf1"", ""Slamf6"", ""Stat5b"", ""Id2"", ""Gata3"", ""H2-Q2"", ""Cd160"", ""H2-Q7"", ""Klrd1"", ""Il15ra"")"
"42","GOBP_T_CELL_MIGRATION","0.00314780194535843","0.038112731463286","0.431707695803346","-0.604735807847792","-1.8060719609069","37","c(""Itgal"", ""Itga4"", ""S1pr1"", ""Lgals9"", ""Ccr7"", ""Il27ra"", ""Cd200"", ""Spn"", ""Itgb7"", ""Ripk3"", ""Xcl1"", ""Itgb3"", ""Gpr183"")"
"43","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN","0.00354369638821261","0.0405071756375687","0.431707695803346","-0.622523006593121","-1.80604228796923","32","c(""B2m"", ""H2-D1"", ""H2-K1"", ""Ctss"", ""Psme2"", ""H2-DMa"", ""Cd1d1"", ""H2-Q4"", ""H2-Q2"", ""H2-Oa"", ""H2-Q7"", ""Cd1d2"", ""Unc93b1"", ""H2-T3"", ""Ctse"")"
"44","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","0.00342387836766444","0.039821377027042","0.431707695803346","-0.671082930562158","-1.80455000726539","24","c(""Igtp"", ""Zbp1"", ""Irf7"", ""Parp14"", ""Gfi1"", ""Parp9"", ""Irgm1"", ""Ifih1"", ""Nlrc5"", ""Irgm2"")"
"45","GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION","2.81110328246994e-06","0.00012787651462501","0.627256739718528","-0.510150653634301","-1.79909432978538","121","c(""Foxp1"", ""Cd4"", ""Myc"", ""Clec2d"", ""Gimap3"", ""Lef1"", ""Inpp4b"", ""Runx1"", ""Camk4"", ""Ikzf1"", ""Cdk6"", ""Gimap5"", ""Zfp36l1"", ""Junb"", ""Bmyc"", ""Cited2"", ""Ccr7"", ""Stat5a"", ""Ndfip1"", ""Zbtb7a"", ""Glo1"", ""Cbfa2t3"", ""Batf"", ""Id2"", ""Gata3"", ""Tesc"", ""Psen2"", ""Relb"", ""Ppp3ca"", ""Tmem64"", ""Gfi1b"", ""Itgb3"", ""Gpr183"", ""Igsf23"", ""Ubash3b"", ""Chuk"", ""Nfatc1"", ""Gpr68"", ""Snx10"", ""F2rl1"", ""Hax1"", ""Fasn"", ""Nrros"", ""Tnf"", ""Mafb"", ""Fstl3"", ""Clpb"", ""Tfe3"", ""Irf4"", ""Itgam"", ""Tnfsf11"")"
"46","GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE","0.00242736561849591","0.0318270468448669","0.431707695803346","-0.624606746720405","-1.79799092334313","31","c(""Ptprc"", ""Smad7"", ""Vsir"", ""Il7r"", ""Ndfip1"", ""Slamf1"", ""Il27ra"", ""Samsn1"", ""Bcl6"", ""Spn"", ""Zbtb7b"", ""Cd160"", ""Zc3h12a"", ""Klrd1"")"
"47","GOBP_ALPHA_BETA_T_CELL_ACTIVATION","1.65643771973376e-05","0.000625796555472298","0.575610261071129","-0.505571867884861","-1.77907484639394","120","c(""Cd3e"", ""Ptprc"", ""Satb1"", ""Foxp1"", ""Rpl22"", ""H2-D1"", ""H2-K1"", ""Myc"", ""Tcf7"", ""Igtp"", ""Gimap3"", ""Psap"", ""Lef1"", ""Runx1"", ""Gimap5"", ""Lgals9"", ""Irf1"", ""Cd1d1"", ""Smad7"", ""Runx3"", ""Vsir"", ""Cd28"", ""Gpr18"", ""Ctsl"", ""Ccr7"", ""Bcl2"", ""Cd24a"", ""Card11"", ""Irgm1"", ""Tox"", ""H2-Q4"", ""Stat4"", ""Il6ra"", ""Ndfip1"", ""Il2ra"", ""Slamf6"", ""Bcl6"", ""Spn"", ""Myb"", ""Zbtb7b"", ""Batf"", ""Rorc"", ""Gata3"", ""H2-Q2"", ""Sema4a"", ""Cd160"", ""Xcl1"", ""Relb"", ""Tnfsf8"", ""Zc3h12a"", ""Gpr183"", ""Prr7"")"
"48","GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","0.00110599144918302","0.0179945616075106","0.45505986738723","-0.553546247086267","-1.74967956315608","54","c(""Satb1"", ""Foxp1"", ""Gimap3"", ""Lef1"", ""Runx1"", ""Gimap5"", ""Irf1"", ""Smad7"", ""Runx3"", ""Ctsl"", ""Ccr7"", ""Tox"", ""Stat4"", ""Il6ra"", ""Slamf6"", ""Bcl6"", ""Spn"", ""Myb"", ""Zbtb7b"", ""Batf"", ""Rorc"", ""Gata3"", ""Sema4a"", ""Relb"", ""Zc3h12a"", ""Gpr183"")"
