"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","REACTOME_TRANSLATION","5.61609484438182e-22","8.42414226657273e-20","1.21254456769062","-0.76025083417391","-2.67506661050649","152","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl23"", ""Rpl32"", ""Rps16"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rpl36al"", ""Rps23"", ""Rplp0"", ""Rpl5"", ""Rpl22"", ""Rps7"", ""Eef1b2"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Eif3a"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl14"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Eef1g"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Eef1a1"", ""Pabpc1"", ""Rpsa"", ""Mrpl34"", ""Eif4g1"", 
""Mrpl14"", ""Rpl35"", ""Mrpl12"", ""Rpl29"", ""Mrpl41"", ""Rpl31"", ""Eif5b"", ""Eif3c"", ""Mrps5"", ""Eif3j1"", ""Eef1d"", ""Mrpl15"", ""Eif3b"", ""Mrps34"", ""Mrps7"", ""Rps28"", ""Rpl39"", ""Eif3g"", ""Gadd45gip1"", ""Etf1"", ""Eif2s1"", ""Mrpl19"", ""Rpl36a"", ""Eif3i"", ""Mrpl38"", ""Rpl22l1"", ""Eif2s2"", ""Rpl3"", ""Eif2s3x"", ""N6amt1"", ""Ppa1"", ""Mrps18b"", ""Mrpl54"", ""Mrps24"")"
"2","REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC","1.71052276664525e-22","3.99383111193771e-20","1.22950405660873","-0.902864767910377","-2.64382993037769","67","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl23"", ""Rpl32"", ""Rps16"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rpl36al"", ""Rps23"", ""Rplp0"", ""Rpl5"", ""Rpl22"", ""Rps7"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl14"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Pabpc1"", ""Rpsa"", ""Eif4g1"", ""Rpl35"", ""Rpl29"", ""Rpl31"")"
"3","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","2.98172504022326e-21","3.35444067025116e-19","1.19534448258848","-0.918069437539623","-2.63309118853993","56","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl32"", ""Rps16"", ""Rpl10a"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rps23"", ""Rplp0"", ""Rpl22"", ""Rps7"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Rpsa"", ""Rpl35"", ""Rpl29"", ""Rpl31"")"
"4","REACTOME_NONSENSE_MEDIATED_DECAY_NMD","1.77503604975009e-22","3.99383111193771e-20","1.22950405660873","-0.89178772875647","-2.63035329716409","71","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl23"", ""Rpl32"", ""Rps16"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rpl36al"", ""Rps23"", ""Rplp0"", ""Rpl5"", ""Rpl22"", ""Rps7"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl14"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Pabpc1"", ""Rpsa"", ""Eif4g1"", ""Rpl35"", ""Rpl29"", ""Rpl31"")"
"5","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","2.68909842081675e-20","2.42018857873507e-18","1.16906996676109","-0.850818125463778","-2.63018174606629","83","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl23"", ""Rpl32"", ""Rps16"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rpl36al"", ""Rps23"", ""Rplp0"", ""Rpl5"", ""Rpl22"", ""Rps7"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Eif3a"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl14"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Pabpc1"", ""Rpsa"", ""Eif4g1"", ""Rpl35"", ""Rpl29"", ""Rpl31"", ""Eif5b"", 
""Eif3c"")"
"6","REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL","1.2599613700241e-18","9.44971027518076e-17","1.11466447751729","-0.768086523295393","-2.598166594694","121","c(""Rps10"", ""Rpl11"", ""Rps14"", ""Rpl18"", ""Rpl18a"", ""Rps3a1"", ""Rpl26"", ""Rpl19"", ""Rpl27a"", ""Rps27a"", ""Rpl8"", ""Rpl9"", ""Rpl17"", ""Rps3"", ""Rpl23"", ""Rpl32"", ""Rps16"", ""Rpl13"", ""Rpl7a"", ""Rps18"", ""Rplp1"", ""Rpl36al"", ""Rps23"", ""Rplp0"", ""Rpl5"", ""Rpl22"", ""Rps7"", ""Wdr12"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rpl6"", ""Rpl37"", ""Rps15"", ""Rps19"", ""Rpl36"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rpl14"", ""Rpl21"", ""Rpl28"", ""Rpl4"", ""Rpl10"", ""Rps17"", ""Rps26"", ""Rpl38"", ""Rps6"", ""Rps25"", ""Ncl"", ""Exosc5"", ""Rpsa"", ""Gnl3"", ""Rpl35"", ""Nop56"", ""Rpl29"", ""Rpl31"", 
""Ddx21"", ""Nop14"", ""Wdr43"", ""Ftsj3"", ""Fbl"", ""Rcl1"", ""Rps28"", ""Rpl39"", ""Nob1"", ""Mphosph10"", ""Rpl36a"", ""Ebna1bp2"", ""Utp14a"", ""Nol11"", ""Rpl22l1"", ""Nip7"", ""Rpl3"", ""Imp4"", ""Utp18"")"
"7","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","4.91782180200296e-09","1.16474726889544e-07","0.761460801445585","-0.827304707670349","-2.24721875326056","41","c(""Rps10"", ""Rps14"", ""Rps3a1"", ""Rps27a"", ""Rps3"", ""Rps16"", ""Rps18"", ""Rps23"", ""Rps7"", ""Rps2"", ""Rps5"", ""Rps20"", ""Rps15"", ""Rps19"", ""Eif3a"", ""Rps8"", ""Rps4x"", ""Rps12"", ""Rps17"", ""Rps26"", ""Rps6"", ""Rps25"", ""Pabpc1"", ""Rpsa"", ""Eif4g1"", ""Eif3c"", ""Eif3j1"", ""Eif3b"", ""Rps28"", ""Eif3g"", ""Eif2s1"", ""Eif3i"", ""Eif2s2"", ""Eif2s3x"")"
"8","REACTOME_PD_1_SIGNALING","8.10957222385978e-08","1.65877613669859e-06","0.704975715167238","-0.937785004108444","-2.02774100212369","16","c(""Cd3d"", ""Cd4"", ""Cd3g"", ""Trac"", ""Cd247"", ""Cd3e"")"
"9","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","1.6718827192586e-06","2.6805196051604e-05","0.643551836150722","-0.9065818927905","-2.00511056599974","17","c(""Cd3d"", ""Cd4"", ""Cd3g"", ""Trac"", ""Cd247"", ""Cd3e"", ""Lcp2"", ""Lat"")"
"10","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","0.000213861838818499","0.00253257440706117","0.518848077743792","-0.74942720895604","-1.84903856964601","29","c(""Cd3d"", ""Cd4"", ""Cd3g"", ""Trac"", ""Cd247"", ""Cd3e"", ""Cd28"")"
