"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","GOBP_ALPHA_BETA_T_CELL_ACTIVATION","1.58593037311439e-05","0.00140751320613902","0.575610261071129","-0.589897470989455","-2.33526574859359","37","c(""PTPRC"", ""CD3D"", ""TRAC"", ""CD3E"", ""TRBC2"", ""RUNX3"", ""PTPN22"", ""TRBC1"", ""JUNB"", ""DOCK2"", ""NKG7"", ""CD86"", ""CD300A"", ""IFNG"", ""IL18"", ""LILRB4"", ""IL2RA"", ""NLRP3"", ""CRTAM"", ""CD55"")"
"2","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","0.000423347966192599","0.0156431897071959","0.49849310876659","-0.621294405729775","-2.1180626245162","22","c(""PTPRC"", ""CD3E"", ""RUNX3"", ""PTPN22"", ""JUNB"", ""CD86"", ""CD300A"", ""IFNG"", ""IL18"", ""LILRB4"", ""IL2RA"", ""NLRP3"", ""CRTAM"", ""CD55"")"
"3","GOBP_NATURAL_KILLER_CELL_ACTIVATION","0.000227435894063888","0.0104180312764749","0.518848077743792","-0.70287543851577","-2.08342981989609","16","c(""PTPRC"", ""CD2"", ""PTPN22"", ""TYROBP"", ""IL21R"", ""SLAMF1"", ""NKG7"", ""HAVCR2"", ""FCGR3A"", ""KLRD1"", ""SLAMF7"", ""IL18"")"
"4","GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY","0.000187632107228391","0.00899749967921541","0.518848077743792","-0.563109828148991","-2.01617716905241","32","c(""PTPRC"", ""CD3D"", ""EZR"", ""TRAC"", ""CD3E"", ""TRBC2"", ""PTPN22"", ""TRBC1"", ""LAT"", ""SH2D1A"", ""TRAT1"", ""CD8A"", ""THY1"", ""TRGC2"", ""CCR7"")"
"5","GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","0.000475186907766326","0.0156431897071959","0.49849310876659","-0.502021783674655","-2.01603806696771","40","c(""PTPRC"", ""CD2"", ""RUNX3"", ""ZFP36L2"", ""IL7R"", ""CD27"", ""JUNB"", ""XBP1"", ""LAG3"", ""TNFSF9"", ""CD86"", ""IFNG"", ""IL18"", ""LILRB4"", ""IL2RA"", ""NLRP3"", ""SLAMF8"", ""FGL2"", ""CRTAM"", ""INHBA"", ""LILRB2"", ""TESPA1"", ""IL4I1"")"
"6","GOBP_REGULATION_OF_B_CELL_ACTIVATION","0.00060565287967779","0.0175515732478054","0.477270815362862","-0.524295267248418","-2.01151785855844","34","c(""PTPRC"", ""SAMSN1"", ""ZFP36L2"", ""CD27"", ""TBC1D10C"", ""SH3KBP1"", ""TNFSF13B"", ""TYROBP"", ""IRS2"", ""XBP1"", ""MNDA"")"
"7","GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","0.00145456939663707","0.0350082803936379","0.45505986738723","-0.653910060180244","-1.93828898301871","16","c(""CD2"", ""CD96"", ""SH2D1A"", ""NKG7"", ""HAVCR2"", ""FCGR3A"", ""KLRD1"", ""LAG3"", ""SLAMF7"", ""IL18"", ""CRTAM"", ""GZMB"")"
"8","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","0.00128784152885743","0.0332497267450465","0.45505986738723","-0.467576063331141","-1.92950106344077","42","c(""SAMSN1"", ""CEBPB"", ""RUNX3"", ""PTPN22"", ""TBC1D10C"", ""PAG1"", ""TIGIT"", ""TYROBP"", ""GPNMB"", ""MNDA"", ""HAVCR2"", ""LAG3"", ""CD86"", ""CD300A"", ""LILRB4"", ""IL2RA"", ""FGL2"", ""FCGR2B"", ""VSIG4"", ""CRTAM"", ""INHBA"", ""LILRB2"", ""IL4I1"")"
"9","GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY","0.000854718375525183","0.022900001759354","0.477270815362862","-0.510199914292416","-1.89211669199533","35","c(""PTPRC"", ""CD96"", ""IL7R"", ""SH2D1A"", ""SLAMF1"", ""HAVCR2"", ""FCGR1A"", ""KLRD1"", ""LAG3"", ""TNF"", ""C3"", ""IL18"", ""LILRB4"", ""NLRP3"", ""FCGR2B"", ""CRTAM"", ""CD55"", ""TREM2"", ""IL4I1"", ""XCL1"")"
"10","GOBP_CELL_ADHESION","0.00138981949238136","0.0343610222656117","0.45505986738723","0.562415387059334","1.19916880180652","360","c(""PODXL"", ""PECAM1"", ""CD93"", ""HSPG2"", ""ENG"", ""PCDH17"", ""EGFL7"", ""CDH5"", ""CDH13"", ""PTPRM"", ""NOTCH4"", ""ADAM15"", ""CD34"", ""PKP4"", ""PCDH12"", ""MMRN2"", ""CNTNAP3B"", ""ITGA6"", ""NUAK1"", ""PDLIM1"", ""VWF"", ""KDR"", ""S1PR1"", ""JAG2"", ""TGM2"", ""MPZL2"", ""ADAMTS9"", ""EFNA1"", ""CAV1"", ""PLPP3"", ""ITGA5"", ""EFNB2"", ""SERPINE1"", ""CD9"", ""TJP1"", ""ADAMTS18"", ""COL15A1"", ""F2RL3"", ""SPARCL1"", ""PDGFB"", ""SELP"", ""CXCL12"", ""JUP"", ""ROBO4"", ""ICAM2"", ""KLF4"", ""BMX"", ""RND1"", ""C2CD4B"", ""NRP2"", ""DCHS1"", ""ABL2"", ""SELE"", ""ICAM4"", ""SPRY4"", ""FAM107A"", 
""SWAP70"", ""CLDN5"", ""HYAL1"", ""FBLN5"", ""TNXB"", ""IL6ST"", ""DLC1"", ""CLDN15"", ""PTPRG"", ""HES1"", ""STAB1"", ""BCAM"", ""ITGB4"", ""CX3CL1"", ""LAMA4"", ""PXDN"", ""KITLG"", ""COL13A1"", ""DST"", ""NOTCH1"", ""NID1"", ""FBLN2"", ""JAG1"", ""IGFBP2"", ""FERMT2"", ""GPR4"", ""FBN1"", ""LAMA5"", ""CTNNAL1"", ""ITGAV"", ""IGFBP7"", ""MMP2"", ""MCAM"", ""NT5E"", ""HSPB1"", ""BMP4"", ""SOX4"", ""S100A10"", ""CNN3"")"
