,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.6925222426340627,0.4880431992799363,0.6425408473240652
0.2,0.6908508451844878,0.4868630568265144,0.6415500888859527
0.3,0.6509672891175555,0.4885141958173946,0.5975040054843117
0.4,0.6390798687406114,0.5033644233281654,0.6027298025844829
0.5,0.6309542824688305,0.5045126901732617,0.5993433748487916
0.6,0.5957016216229956,0.46067194307863224,0.5470607703519776
0.7,0.6219483773527118,0.4936028090518618,0.5709281497409027
0.7999999999999999,0.6031091705228291,0.470374335741452,0.5507639204972063
0.8999999999999999,0.6093009208890423,0.48407261123725914,0.5603928416228561
0.9999999999999999,0.585574425035195,0.42897793580924437,0.511737629330574
1.0999999999999999,0.5714165955853818,0.3917612013282252,0.47923967528577266
1.2,0.5560113248369158,0.3704126203050042,0.46170810791179673
1.3,0.553144109491661,0.36777689388533785,0.45940765109067444
1.4,0.5535805222585047,0.35601981843131925,0.45028478260546984
1.5,0.5462178386390426,0.33002976772063874,0.4273136426859048
1.5999999999999999,0.5437915910928529,0.3166639556448496,0.4158557520741019
1.7,0.5344436884489316,0.3032989260940455,0.4064238311385927
1.8,0.5323356989581295,0.298357787389234,0.4034860311077706
1.9,0.5246821961761166,0.28811642322929276,0.3957428744391543
2.0,0.5220344137335757,0.28777595836675235,0.39581237923214163
