Dataset,Name,Size,Num_Cells,Num_Genes,Num_Regions,Runtime_Seconds,Peak_RAM_MB,Peak_GPU_Memory_MB
RNA_ADT,Hao,10000,10000,20729,0,262.4964819539455,25.553905487060547,485.9443359375
RNA_ADT,Hao,20000,20000,20729,0,516.1348615770112,31.845406532287598,632.6240234375
RNA_ADT,Hao,40000,40000,20729,0,1024.6275644080015,50.26363754272461,779.3037109375
RNA_ADT,Hao,80000,80000,20729,0,2075.3490808719653,87.15962409973145,925.9833984375
RNA_ATAC,BMMC,10000,10000,13431,116490,339.4563708080095,44.15052127838135,1581.4873046875
RNA_ATAC,BMMC,20000,20000,13431,116490,678.4810512050171,44.51483726501465,1953.93994140625
RNA_ATAC,BMMC,40000,40000,13431,116490,1348.8300022889744,45.24302959442139,2325.6064453125
RNA_ATAC_ADT,TEA-seq,10000,10000,36601,128853,297.9872592110187,40.777071952819824,3023.80126953125
RNA_ATAC_ADT,TEA-seq,20000,20000,36601,128853,588.2293288069777,41.21410942077637,3459.64990234375
