339,Rsu1
340,Vim
341,St8sia6
342,Hacd1
343,Mrc1
344,Cacnb2
345,Bmi1
346,Otud1
347,Gad2
348,Pdss1
349,Mastl
350,Zmynd19
351,Mrpl41
352,Nrarp
353,Tubb4b
354,Ssna1
355,Grin1
356,Sapcd2
357,Fut7
358,Clic3
359,Ptgds
360,Rabl6
361,Tmem141
362,Fcna
363,Bmyc
364,Ubac1
365,Nacc2
366,Qsox2
367,Dnlz
368,Notch1
369,Egfl7
370,Agpat2
371,Fam69b
372,Lcn4
373,Rpl7a
374,Surf2
375,Slc2a6
376,Fam163b
377,Dbh
378,Brd3
379,Wdr5
380,Col5a1
381,Olfm1
382,Gfi1b
383,Coq4
384,Odf2
385,Wdr34
386,Set
387,Endog
388,D2Wsu81e
389,Nup188
390,Ier5l
391,Ass1
392,Exosc2
393,Qrfp
394,Aif1l
395,Gm13609
396,Pomt1
397,Swi5
398,Dnm1
399,Lcn2
400,Fam102a
401,Pip5kl1
402,St6galnac4
403,Eng
404,Ptrh1
405,Fam129b
406,Angptl2
407,Hspa5
408,Phf19
409,Traf1
410,Cntrl
411,Gm13431
412,Ptgs1
413,Crb2
414,Gm13556
415,Nek6
416,Psmb7
417,Olfml2a
418,Rpl35
419,Kynu
420,Zeb2
421,Zeb2os
422,Rnd3
423,Rif1
424,Gm13522
425,Arl5a
426,Fmnl2
427,Prpf40a
428,Arl6ip6
429,Rprm
430,Nr4a2
431,Gpd2
432,Cytip
433,Gm13546
434,Acvr1c
435,Pkp4
436,Dapl1
437,Cd302
438,Ly75
439,Gm13571
440,Psmd14
441,Tbr1
442,Dpp4
443,Ifih1
444,Gca
445,Scn3a
446,Galnt3
447,Stk39
448,Nostrin
449,Spc25
450,Dhrs9
451,Klhl41
452,Ccdc173
453,Klhl23
454,Ssb
455,Mettl5
456,Hat1
457,Dlx1as
458,Dlx1
459,Itga6
460,Rapgef4
461,Zak
462,Cdca7
463,Ola1
464,Chn1
465,Atp5g3
466,Lnp
467,Mtx2
468,Gm13652
469,2600014E21Rik
470,Hnrnpa3
471,Osbpl6
472,Ttn
473,Ccdc141
474,Sestd1
475,Ube2e3
476,Itga4
477,Tfpi
478,2700094K13Rik
479,Med19
480,Ube2l6
481,Timm10
482,Slc43a1
483,Slc43a3
484,Prg2
485,Ssrp1
486,Nup160
487,Mtch2
488,Rapsn
489,Psmc3
490,Spi1
491,Mybpc3
492,Nr1h3
493,A330069E16Rik
494,Ckap5
495,Harbi1
496,Syt13
497,Cd82
498,Api5
499,Gm10800
500,B230118H07Rik
501,Rag2
502,Rag1
503,Prr5l
504,Ldlrad3
505,Fjx1
506,Slc1a2
507,Cd44
508,Apip
509,Ehf
510,Nat10
511,Caprin1
512,Lmo2
513,4931422A03Rik
514,D430041D05Rik
515,Tcp11l1
516,Depdc7
517,Qser1
518,Rcn1
519,Kif18a
520,Ccdc34
521,Ccdc34os
522,Nop10
523,Aven
524,Fmn1
525,Arhgap11a
526,Dph6
527,Spred1
528,Fam98b
529,Bub1b
530,Inafm2
531,Knstrn
532,Casc5
533,Rad51
534,Spint1
535,Chac1
536,Oip5
537,Nusap1
538,Rpap1
539,Mga
540,Ehd4
541,Pla2g4f
542,Ganc
543,Capn3
544,Haus2
545,Pdia3
546,Wdr76
547,Ctdspl2
548,Eif3j1
549,B2m
550,Sord
551,Gm14085
552,Gatm
553,AA467197
554,Sqrdl
555,Sema6d
556,Slc24a5
557,Myef2
558,Gm14002
559,Dut
560,Cep152
561,Eid1
562,Cops2
563,Dtwd1
564,Atp8b4
565,Hdc
566,Usp50
567,Blvra
568,Ncaph
569,Snrnp200
570,Stard7
571,Dusp2
572,Gpat2
573,Mrps5
574,Nphp1
575,Bub1
576,Acoxl
577,Bcl2l11
578,Gm14009
579,Anapc1
580,Mertk
581,Zc3h8
582,Zc3h6
583,Polr1b
584,Ckap2l
585,Il1a
586,Il1b
587,Sirpa
588,Tgm3
589,Snrpb
590,Tmc2
591,Nop56
592,Itpa
593,Atrn
594,Siglec1
595,1700037H04Rik
596,Cenpb
597,Cdc25b
598,Prnp
599,Pcna
600,Chgb
601,Trmt6
602,Mcm8
603,Crls1
604,Jag1
605,Snrpb2
606,Dstn
607,Rrbp1
608,Snx5
609,Mgme1
610,Ovol2
611,Dtd1
612,Rin2
613,Naa20
614,Insm1
615,Thbd
616,Cd93
617,Nxt1
618,Cst3
619,Gm14139
620,Cst7
621,Gins1
622,Rspo4os
623,Fam110a
624,Srxn1
625,Rem1
626,Id1
627,Cox4i2
628,Tpx2
629,Ttll9
630,Hck
631,Asxl1
632,Nol4l
633,Dnmt3b
634,Cdk5rap1
635,1700003F12Rik
636,E2f1
637,Raly
638,a
639,Eif2s2
640,Ahcy
641,Procr
642,Eif6
643,Cep250
644,Romo1
645,Dsn1
646,Samhd1
647,Rbl1
648,Rpn2
649,Tgm2
650,Lbp
651,Fam83d
652,Gm826
653,Mafb
654,Srsf6
655,Mybl2
656,Tox2
657,Gdap1l1
658,Hnf4a
659,Serinc3
660,Pkig
661,Ada
662,Slpi
663,Sdc4
664,Ube2c
665,Pltp
666,Mmp9
667,Cd40
668,Sulf2
669,Cse1l
670,Ddx27
671,Zfos1
672,Ptgis
673,B4galt5
674,Cebpb
675,E130018N17Rik
676,Gm20716
677,Nfatc2
678,Tshz2
679,Pfdn4
680,Aurka
681,Bmp7
682,Zbp1
683,Pmepa1
684,Ankrd60
685,Npepl1
686,Nespas
687,Ctsz
688,Atp5e
689,Slmo2
690,Gm14412
691,Fam217b
692,Psma7
693,B230312C02Rik
694,Slc17a9
695,Kcnq2
696,Polr3k
697,Foxp3
698,Plp2
699,Ccdc120
700,Tfe3
701,Pim2
702,Gm10490
703,Suv39h1
704,Rbm3
705,Ftsj1
706,Cybb
707,Rpgr
708,Mid1ip1
709,Bcor
710,Med14
711,Ddx3x
712,Nyx
713,Gpr34
714,Gpr82
715,Drr1
716,Maoa
717,Chst7
718,Rbm10
719,Usp11
720,Timp1
721,Cfp
722,Elk1
723,Uxt
724,Il13ra1
725,Zcchc12
726,Pgrmc1
727,Slc25a5
728,Ube2a
729,Rpl39
730,Nkap
731,Gria3
732,Stag2
733,Gm43337
734,Sh2d1a
735,Tenm1
736,Dcaf12l1
737,Utp14a
738,Aifm1
739,Rbmx2
740,Mbnl3
741,Hprt
742,Fam122b
743,Xlr
744,3830403N18Rik
745,Htatsf1
746,Gm14718
747,Cd40lg
748,Arhgef6
749,4930550L24Rik
750,Fgf13
751,Atp11c
752,Fmr1
753,Fmr1nb
754,Hmgb3
755,Vma21
756,Nsdhl
757,Spin2d
758,Xlr3b
759,Xlr4c
760,Zfp92
761,Haus7
762,Srpk3
763,Idh3g
764,Naa10
765,Hcfc1
766,Irak1
767,Tktl1
768,Emd
769,Rpl10
770,Lage3
771,Ubl4a
772,Ikbkg
773,G6pdx
774,Dkc1
775,Mpp1
776,Fundc2
777,Brcc3
778,Rab39b
779,Pola1
780,Pdk3
781,Eif2s3x
782,Apoo
783,Spin4
784,Las1l
785,F630028O10Rik
786,Ar
787,Ophn1
788,Stard8
789,Pdzd11
790,Kif4
791,Taf1
792,Cxcr3
793,Gm4779
794,Nhsl2
795,Rgag4
796,Ercc6l
797,Rps4x
798,Pbdc1
799,Magt1
800,Cox7b
801,Tlr13
802,Pgk1
803,Cysltr1
804,Gm5127
805,Lpar4
806,P2ry10
807,Gpr174
808,Itm2a
809,Hmgn5
810,Sh3bgrl
811,Gm6377
812,Rps6ka6
813,Diaph2
814,Tspan6
815,Sytl4
816,Cstf2
817,Cenpi
818,Rpl36a
819,Zmat1
820,Bhlhb9
821,Bex4
822,Tceal8
823,Bex1
824,Wbp5
825,Ngfrap1
826,Tceal3
827,Morf4l2
828,Plp1
829,Tmsb15b2
830,Zcchc18
831,Rnf128
832,Cldn2
833,Morc4
834,Prps1
835,Tsc22d3
836,Ammecr1
837,Alg13
838,Alas2
839,Smc1a
840,Mageh1
841,RP23-106P7.5
842,Sat1
843,Prdx4
844,Sms
845,Eif1ax
846,Map7d2
847,Rbbp7
848,Siah1b
849,Gpm6b
850,Ofd1
851,Tmsb4x
852,Prps2
853,Msl3
854,Arhgap6
855,Mid1
856,Gm21887
857,Mrps28
858,Tpd52
859,C030034L19Rik
860,Zfp704
861,Fabp5
862,Fabp4
863,Snx16
864,Gm38112
865,Lrrcc1
866,Car2
867,Sirpb1b
868,Pde7a
869,4632415L05Rik
870,Hps3
871,Gyg
872,Cpa3
873,Ect2
874,Tnfsf10
875,Pld1
876,Rpl22l1
877,Mecom
878,Lrrc31
879,Skil
880,Gnb4
881,Actl6a
882,Mrpl47
883,Gm43666
884,Gm43077
885,Dnajc19
886,Gm43003
887,Ccdc144b
888,Exosc9
889,Ccna2
890,Il21
891,Spata5
892,Spry1
893,Hspa4l
894,Plk4
895,Larp1b
896,Jade1
897,Sclt1
898,D3Ertd751e
899,Slc7a11
900,Mgarp
901,Ndufc1
902,Naa15
903,Maml3
904,Foxo1
905,Gm30292
906,Gm16206
907,Postn
908,Exosc8
909,Serp1
910,Eif2a
911,Gpr171
912,P2ry14
913,P2ry13
914,P2ry12
915,Mme
916,Plch1
917,Gmps
918,Gfm1
919,Il12a
920,1110032F04Rik
921,Ift80
922,Smc4
923,Trim59
924,Gm1647
925,Ppm1l
926,B3galnt1
927,Nmd3
928,Golim4
929,Rapgef2
930,Fnip2
931,4930589L23Rik
932,Ppid
933,4930579G24Rik
934,Rxfp1
935,Gria2
936,Gucy1a3
937,Gm26771
938,Mnd1
939,Fhdc1
940,Fbxw7
941,Rps3a1
942,Mab21l2
943,Cd1d2
944,Cd1d1
945,Fcrls
946,Cd5l
947,Fcrl1
948,Fcrl5
949,Hdgf
950,Crabp2
951,Nes
952,Bcan
953,Gpatch4
954,Apoa1bp
955,Iqgap3
956,Cct3
957,Pmf1
958,Sema4a
959,Lmna
960,Mex3a
961,Syt11
962,Fdps
963,Mtx1
964,Muc1
965,Krtcap2
966,Efna3
967,Zbtb7b
968,Gm15417
969,Cks1b
970,Pmvk
971,Il6ra
972,Hax1
973,Ilf2
974,S100a16
975,S100a3
976,S100a4
977,S100a6
978,S100a8
979,S100a9
980,S100a11
981,Rorc
982,Lingo4
983,Tdrkh
984,Cgn
985,Psmb4
986,Ctss
987,Ecm1
988,BC028528
989,Anp32e
990,Plekho1
991,Sf3b4
992,Bola1
993,Hist2h2ac
994,Hist2h2aa1
995,Hist2h4
996,Hist2h3b
997,Hist2h2bb-1
998,Fcgr1
999,Rbm8a
1000,Nudt17
1001,Cd160
1002,Acp6
1003,Chd1l
1004,Hmgcs2
1005,Phgdh
1006,Wdr3
1007,Fam46c
1008,Ttf2
1009,Igsf3
1010,Slc22a15
1011,Vangl1
1012,Tspan2
1013,Tshb
1014,Bcas2
1015,Syt6
1016,Slc16a1
1017,Gm29561
1018,Fam19a3
1019,Cttnbp2nl
1020,Gm5547
1021,I830077J02Rik
1022,Atp5f1
1023,Wdr77
1024,Gm42722
1025,Chia1
1026,Dennd2d
1027,Kcna3
1028,A930002I21Rik
1029,Kcna2
1030,Cym
1031,Prok1
1032,Rbm15
1033,Csf1
1034,Gstm5
1035,Gstm1
1036,Ampd2
1037,Psma5
1038,Psrc1
1039,Gpsm2
1040,Fndc7
1041,Vav3
1042,Ntng1
1043,S1pr1
1044,Dph5
1045,Vcam1
1046,Rtca
1047,Sass6
1048,Slc35a3
1049,Agl
1050,Frrs1
1051,Plppr4
1052,Tmem56
1053,F3
1054,Gclm
1055,Bcar3
1056,Gm42835
1057,Gm43568
1058,Pde5a
1059,4933405D12Rik
1060,1810037I17Rik
1061,Synpo2
1062,Prss12
1063,Camk2d
1064,Ank2
1065,Larp7
1066,Zgrf1
1067,Gm43729
1068,Tifa
1069,Gm35986
1070,Elovl6
1071,Gar1
1072,Pla2g12a
1073,Ccdc109b
1074,Gm36520
1075,Gm43352
1076,Lef1
1077,Hadh
1078,Gstcd
1079,Cenpe
1080,Nfkb1
1081,Gm43603
1082,Bank1
1083,Ppp3ca
1084,H2afz
1085,Dnajb14
1086,Trmt10a
1087,Adh1
1088,Adh5
1089,Eif4e
1090,Gbp5
1091,Gbp7
1092,Gbp3
1093,Gbp2
1094,Ccbl2
1095,4930519L02Rik
1096,Lmo4
1097,Clca3a1
1098,Odf2l
1099,Znhit6
1100,Bcl10
1101,Mcoln2
1102,Lpar3
1103,Ssx2ip
1104,Gm36888
1105,Ifi44
1106,Gipc2
1107,St6galnac5
1108,St6galnac3
1109,Asb17os
1110,Rabggtb
1111,Gm43400
1112,Erich3
1113,Cth
1114,Lrrc40
1115,Lrrc7
1116,Depdc1a
1117,Tgs1
1118,Lyn
1119,Rps20
1120,Penk
1121,Nsmaf
1122,Tox
1123,Car8
1124,Chd7
1125,Ndufaf6
1126,Ccne2
1127,Rad54b
1128,Gem
1129,Gm26895
1130,Fam92a
1131,Triqk
1132,Otud6b
1133,Gm11837
1134,Tmem64
1135,Decr1
1136,Nbn
1137,Cpne3
1138,Atp6v0d2
1139,Coq3
1140,Mms22l
1141,Ndufaf4
1142,Bach2
1143,Casp8ap2
1144,Mdn1
1145,Ankrd6
1146,Rragd
1147,Akirin2
1148,Rars2
1149,Ddx58
1150,Topors
1151,Ndufb6
1152,Smu1
1153,Bag1
1154,Aqp3
1155,Ubap2
1156,Nudt2
1157,Arid3c
1158,Sigmar1
1159,Ccl21a
1160,Stoml2
1161,Gm26643
1162,Rusc2
1163,Cd72
1164,Sit1
1165,Arhgef39
1166,Tpm2
1167,Glipr2
1168,Melk
1169,Tomm5
1170,Frmpd1
1171,Exosc3
1172,Aldh1b1
1173,Stra6l
1174,Ccdc180
1175,Tmod1
1176,Ncbp1
1177,Hemgn
1178,Anp32b
1179,Nans
1180,Coro2a
1181,Gabbr2
1182,Sec61b
1183,Nr4a3
1184,Baat
1185,Mrpl50
1186,Tmem246
1187,Smc2
1188,Abca1
1189,AI427809
1190,Fktn
1191,Tal2
1192,Zfp462
1193,Rad23b
1194,Klf4
1195,Ikbkap
1196,Frrs1l
1197,Epb41l4b
1198,Txn1
1199,Lpar1
1200,AI314180
1201,Ptgr1
1202,Inip
1203,Snx30
1204,Prpf4
1205,Bspry
1206,Alad
1207,Pole3
1208,Rgs3
1209,Col27a1
1210,Tnfsf8
1211,Cdk5rap2
1212,Zdhhc21
1213,Ttc39b
1214,Psip1
1215,Cntln
1216,Haus6
1217,Plin2
1218,Rps6
1219,Hacd4
1220,Ifnab
1221,Mtap
1222,Cdkn2b
1223,Ift74
1224,Jun
1225,Hook1
1226,Cyp2j6
1227,Nfia
1228,Usp1
1229,Dock7
1230,Alg6
1231,Itgb3bp
1232,Pgm2
1233,Lepr
1234,Sgip1
1235,Tctex1d1
1236,BB031773
1237,Insl5
1238,Mier1
1239,Slc35d1
1240,Dhcr24
1241,Ldlrad1
1242,Hspb11
1243,Ndc1
1244,Lrp8
1245,Magoh
1246,Prpf38a
1247,Orc1
1248,Kti12
1249,Calr4
1250,Ttc39a
1251,Cdkn2c
1252,Faf1
1253,Slc5a9
1254,Cmpk1
1255,Stil
1256,Tal1
1257,Pdzk1ip1
1258,Faah
1259,Rad54l
1260,Mast2
1261,Ipp
1262,Nasp
1263,Prdx1
1264,Ccdc163
1265,Eif2b3
1266,Rps8
1267,Kif2c
1268,Gm1661
1269,Eri3
1270,Gm12840
1271,Slc6a9
1272,Ptprf
1273,Cdc20
1274,Ebna1bp2
1275,Ermap
1276,Ybx1
1277,Ppih
1278,Guca2a
1279,Hivep3
1280,Foxo6
1281,Scmh1
1282,Ctps
1283,Cited4
1284,Ppt1
1285,Mycl
1286,Ppie
1287,Pabpc4
1288,Rhbdl2
1289,Mycbp
1290,Utp11l
1291,Sf3a3
1292,Mtf1
1293,1110065P20Rik
1294,Yrdc
1295,Epha10
1296,Cdca8
1297,Gnl2
1298,Dnali1
1299,Meaf6
1300,Zc3h12a
1301,Csf3r
1302,Mrps15
1303,Thrap3
1304,Clspn
1305,Psmb2
1306,Sfpq
1307,Dlgap3
1308,Ak2
1309,Rnf19b
1310,Yars
1311,Gm12976
1312,Rbbp4
1313,Zbtb8os
1314,Marcksl1
1315,Hdac1
1316,Eif3i
1317,Zcchc17
1318,Snrnp40
1319,Gm26516
1320,Sdc3
1321,Matn1
1322,Ptpru
1323,Mecr
1324,Srsf4
1325,Snhg12
1326,Rcc1
1327,Atpif1
1328,Ptafr
1329,Smpdl3b
1330,Rpa2
1331,Themis2
1332,Ppp1r8
1333,Fgr
1334,Sytl1
1335,Nudc
1336,Hmgn2
1337,Cd52
1338,Zfp593
1339,Grrp1
1340,Pdik1l
1341,Stmn1
1342,Aunip
1343,Ldlrap1
1344,Rhd
1345,Runx3
1346,Clic4
1347,Srrm1
1348,Grhl3
1349,Srsf10
1350,Cnr2
1351,Gale
1352,Rpl11
1353,Id3
1354,E2f2
1355,Tcea3
1356,Hnrnpr
1357,Luzp1
1358,Ephb2
1359,C1qb
1360,C1qc
1361,C1qa
1362,Alpl
1363,Ddost
1364,AB041806
1365,Pla2g2d
1366,Tmco4
1367,Minos1
1368,Mrto4
1369,Arhgef10l
1370,Rcc2
1371,Padi4
1372,Sdhb
1373,Atp13a2
1374,Gm13075
1375,Fblim1
1376,Efhd2
1377,4930455G09Rik
1378,Tmem51
1379,Dhrs3
1380,Tnfrsf1b
1381,Tnfrsf8
1382,Gm26880
1383,Miip
1384,Agtrap
1385,Mad2l2
1386,Srm
1387,Apitd1
1388,Pgd
1389,Kif1b
1390,Pik3cd
1391,Spsb1
1392,Slc2a5
1393,Park7
1394,Tnfrsf9
1395,Dnajc11
1396,Tas1r1
1397,Nol9
1398,Tnfrsf25
1399,Acot7
1400,Gpr153
1401,Rpl22
1402,A430005L14Rik
1403,Prdm16
1404,Fam213b
1405,Tnfrsf14
1406,Plch2
1407,Atad3a
1408,Mrpl20
1409,Aurkaip1
1410,Cpsf3l
1411,Pusl1
1412,Fam132a
1413,Tnfrsf4
1414,Tnfrsf18
1415,Isg15
1416,AW011738
1417,Noc2l
1418,Cdk6
1419,Gm17590
1420,Cyp51
1421,Cdk14
1422,Steap4
1423,Dbf4
1424,Abcb1b
1425,Hgf
1426,Cd36
1427,Gsap
1428,Fgl2
1429,Fbxl13
1430,Lrrc17
1431,Pmpcb
1432,Dnajc2
1433,Psmc2
1434,Reln
1435,Pus7
1436,Tomm7
1437,2700038G22Rik
1438,Fam126a
1439,Kcnh2
1440,Abcf2
1441,Rheb
1442,Paxip1
1443,Insig1
1444,Nom1
1445,Tyms
1446,Gm4961
1447,Ept1
1448,Drc1
1449,Otof
1450,Cenpa
1451,Khk
1452,Cad
1453,Ppm1g
1454,Krtcap3
1455,Fosl2
1456,Spon2
1457,Slbp
1458,Tacc3
1459,Fgfr3
1460,Whsc1
1461,Nelfa
1462,Haus3
1463,Mxd4
1464,Sh3bp2
1465,Mfsd10
1466,Nop14
1467,Gm15522
1468,Rgs12
1469,Htra3
1470,Sh3tc1
1471,Mrfap1
1472,Wfs1
1473,Crmp1
1474,Nsg1
1475,Lyar
1476,Clnk
1477,Cc2d2a
1478,Bst1
1479,Cd38
1480,Prom1
1481,Qdpr
1482,Lap3
1483,Ncapg
1484,Lcorl
1485,Slit2
1486,Ppargc1a
1487,Gm43683
1488,8030423F21Rik
1489,Stim2
1490,Pcdh7
1491,Rell1
1492,Klf3
1493,Klhl5
1494,Rfc1
1495,Rpl9
1496,Pds5a
1497,9130230L23Rik
1498,Nsun7
1499,Gm43698
1500,Gm26756
1501,Shisa3
1502,Atp8a1
1503,Yipf7
1504,Cnga1
1505,Nipal1
1506,Kit
1507,Gm19590
1508,Kdr
1509,Cep135
1510,Ppat
1511,Paics
1512,Hopx
1513,Noa1
1514,Polr2b
1515,Igfbp7
1516,Cenpc1
1517,Csn3
1518,Jchain
1519,Utp3
1520,Rufy3
1521,Grsf1
1522,Pf4
1523,Epgn
1524,Areg
1525,Parm1
1526,Naaa
1527,Sdad1
1528,Cxcl9
1529,Art3
1530,Cxcl10
1531,Nup54
1532,Sept11
1533,Mrpl1
1534,Anxa3
1535,Gm42601
1536,Bmp2k
1537,Rasgef1b
1538,Hnrnpd
1539,Hnrnpdl
1540,Tmem150cos
1541,Lin54
1542,Cops4
1543,Plac8
1544,Coq2
1545,Helq
1546,Mrps18c
1547,Gm36793
1548,Cds1
1549,Wdfy3
1550,Ptpn13
1551,Spp1
1552,Gbp9
1553,Gbp6-1
1554,Gm42749
1555,Cdc7
1556,Tgfbr3
1557,A830010M20Rik
1558,Gfi1
1559,Evi5
1560,Rpl5
1561,Mtf2
1562,Tmed5
1563,Ccdc18
1564,Atp5k
1565,Slc26a1
1566,Golga3
1567,Pole
1568,A630023P12Rik
1569,Noc4l
1570,Pus1
1571,Chek2
1572,Ttc28
1573,Pitpnb
1574,Tpst2
1575,Adrbk2
1576,Crybb3
1577,2900026A02Rik
1578,Wscd2
1579,Cmklr1
1580,Sart3
1581,Tmem119
1582,Coro1c
1583,Ung
1584,Mvk
1585,2610524H06Rik
1586,Oasl2
1587,Oasl1
1588,Hnf1aos1
1589,Dynll1
1590,Srsf9
1591,Cox6a1
1592,Rplp0
1593,Gcn1l1
1594,Cit
1595,Gm13838
1596,Hspb8
1597,Pebp1
1598,Gm10399
1599,Rfc5
1600,Nos1
1601,Tesc
1602,Gm9754
1603,Dtx1
1604,Oas2
1605,Oas3
1606,Oas1e
1607,Oas1g
1608,Oas1a
1609,Rpl6
1610,Trafd1
1611,Naa25
1612,Aldh2
1613,Hvcn1
1614,Gpn3
1615,Atp2a2
1616,P2rx7
1617,P2rx4
1618,Camkk2
1619,Anapc5
1620,Kdm2b
1621,Orai1
1622,4932422M17Rik
1623,Gm43409
1624,Bcl7a
1625,Clip1
1626,Zcchc8
1627,Kntc1
1628,Denr
1629,Hip1r
1630,Arl6ip4
1631,Pitpnm2
1632,Mphosph9
1633,Cdk2ap1
1634,Setd8
1635,Rilpl2
1636,Snrnp35
1637,Eif2b1
1638,Scarb1
1639,Bri3bp
1640,Ran
1641,Mrps17
1642,Psph
1643,Chchd2
1644,Vkorc1l1
1645,Gusb
1646,Tpst1
1647,Auts2
1648,Gm15627
1649,Wbscr16
1650,Ncf1
1651,Rfc2
1652,Lat2
1653,Eif4h
1654,Wbscr27
1655,Cldn4
1656,Wbscr22
1657,Mlxipl
1658,Baz1b
1659,Fzd9
1660,Pom121
1661,Ccl24
1662,Mdh2
1663,Rasa4
