,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.5154440149223544,0.3256104062582246,0.487258378723537
0.2,0.5606696751652126,0.45794787413670385,0.5311093194316239
0.3,0.5604248614342905,0.4581069583057029,0.5311027598644392
0.4,0.5603661009017522,0.3924833867751919,0.45780550808130793
0.5,0.5711058704680159,0.40094376841960727,0.4637562478825912
0.6,0.5731420409159822,0.39912443492078636,0.4607058664893456
0.7,0.5622634772899413,0.3885983708836284,0.45059131490375537
0.7999999999999999,0.5634914785048685,0.388449801621946,0.4504939535978664
0.8999999999999999,0.5646241611750494,0.3908603322028701,0.4547706598963151
0.9999999999999999,0.5627072585377845,0.38537932027584154,0.44886156142675404
1.0999999999999999,0.5667409606026548,0.3949736720675024,0.4606075908696093
1.2,0.5788753062483635,0.40439376445114267,0.4711594309937155
1.3,0.5735439269887648,0.39311154882399396,0.46219968500934094
1.4,0.5754321984779114,0.39510326616912833,0.46639353011329976
1.5,0.567997410536354,0.35580564878973786,0.43206328991017023
1.5999999999999999,0.5588251295828146,0.32597337452454983,0.40726545941899017
1.7,0.563030465160355,0.33750370366966204,0.4171023563611604
1.8,0.5598992157388968,0.32978632883075143,0.4114951139126725
1.9,0.5618179080542123,0.32702180743358505,0.40841406276774284
2.0,0.5590927146071556,0.3235187655114388,0.40687383982780806
