,normalized_mutual_info,adjusted_rand_index,fowlkes_mallows
0.1,0.7492463832501677,0.6242884996187938,0.700964714080037
0.2,0.749295999686053,0.6578694039689538,0.7113198137347784
0.3,0.7300844054214364,0.6451829019822148,0.6993079209101807
0.4,0.6758955427475141,0.5127228487943936,0.5891224542109857
0.5,0.6460017380052776,0.443184740954888,0.5335215007003209
0.6,0.6166521722022984,0.35366828861821265,0.4609627137453712
0.7,0.6147722214630136,0.33608817180497,0.4444314657800562
0.7999999999999999,0.584398154435463,0.26489027361780054,0.3845973967874767
0.8999999999999999,0.574959843699789,0.24722464481614473,0.3690728300256554
0.9999999999999999,0.571834521100906,0.23611165928010627,0.35916064473223797
1.0999999999999999,0.5673594004759045,0.2215335265151316,0.3467923974882226
1.2,0.5640360972879902,0.21863563556070806,0.3452603521650901
1.3,0.5467911148502678,0.18703765352234825,0.31630344170507735
1.4,0.5483220609263284,0.18503852700135393,0.3131075997880808
1.5,0.5382103943348141,0.16798461661582859,0.29743194668834094
1.5999999999999999,0.5386569304506966,0.17082000458827032,0.30038840620358154
1.7,0.5282997014761953,0.15198583750436814,0.283023703330303
1.8,0.5286281103839182,0.15123292465718152,0.28090985185596273
1.9,0.5250377823694239,0.14917524453201747,0.27995514052108056
2.0,0.5246775527747144,0.150647296344902,0.28137317135601364
